2021-10-09 00:39:29 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 4 ms, 0 Kb
2021-10-09 06:11:10 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /remote/fgt_lang?lang=/../../../..//////////dev/ GET: 62 ms, error 404, 0 Kb
2021-10-09 07:36:13 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /.env GET: 62 ms, error 404, 0 Kb
2021-10-09 07:38:58 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 4 ms, 0 Kb
2021-10-09 08:06:08 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 111 ms, 0 Kb
2021-10-09 08:06:09 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 486 ms, 1 Kb
2021-10-09 08:06:09 [http-nio-80-exec-5] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[846526af-3303-4ce1-8a91-3e6e205dc33f].
2021-10-09 08:06:09 [ForkJoinPool-1-worker-96] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[846526af-3303-4ce1-8a91-3e6e205dc33f] for cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[846526af-3303-4ce1-8a91-3e6e205dc33f].
2021-10-09 08:06:09 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter POST: 32 ms, 0 Kb
2021-10-09 08:06:09 [ForkJoinPool-1-worker-96] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/846526af-3303-4ce1-8a91-3e6e205dc33f;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 08:06:10 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter?order=ASC&pageSize=ALL&requestForAll=true GET: 74 ms, 0 Kb
2021-10-09 08:06:10 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter?order=ASC&pageSize=ALL&requestForAll=true GET: 48 ms, 0 Kb
2021-10-09 08:06:10 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter/846526af-3303-4ce1-8a91-3e6e205dc33f GET: 8 ms, 0 Kb
2021-10-09 08:06:11 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter?order=ASC&pageSize=ALL&requestForAll=true GET: 51 ms, 0 Kb
2021-10-09 08:06:11 [ForkJoinPool-1-worker-96] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.analyse.g4hunter.G4Hunter[846526af-3303-4ce1-8a91-3e6e205dc33f].
2021-10-09 08:06:11 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4hunter/846526af-3303-4ce1-8a91-3e6e205dc33f DELETE: 19 ms, 0 Kb
2021-10-09 08:06:12 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 70 ms, 0 Kb
2021-10-09 08:06:12 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/g4killer POST: 11 ms, 0 Kb
2021-10-09 08:06:12 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 70 ms, 0 Kb
2021-10-09 08:06:13 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/p53predictor/tool POST: 4 ms, 0 Kb
2021-10-09 08:06:13 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 43 ms, 0 Kb
2021-10-09 08:06:14 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 426 ms, 1 Kb
2021-10-09 08:06:15 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 410 ms, 1 Kb
2021-10-09 08:06:15 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/b63820f2-c03c-44f0-89ec-defe3004f635 GET: 8 ms, 0 Kb
2021-10-09 08:06:16 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 434 ms, 1 Kb
2021-10-09 08:06:16 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/9a6d8639-672f-47e2-9da8-99e4b0c63700/data?len=20&pos=10 GET: 7 ms, 0 Kb
2021-10-09 08:06:17 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 419 ms, 1 Kb
2021-10-09 08:06:18 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?order=ASC&requestForAll=true&pageSize=ALL GET: 408 ms, 1 Kb
2021-10-09 08:06:19 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/b63820f2-c03c-44f0-89ec-defe3004f635 DELETE: 116 ms, 0 Kb
2021-10-09 08:06:19 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/9715e69a-a474-4771-97e9-41d658aec11e DELETE: 53 ms, 0 Kb
2021-10-09 08:06:19 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/0e10cd69-f0a8-495c-b845-ce9745ecfe41 DELETE: 53 ms, 0 Kb
2021-10-09 08:06:20 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/251e6640-f4df-46a5-a9c0-48f7b1151b64 DELETE: 59 ms, 0 Kb
2021-10-09 08:06:20 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/c490401a-0ec7-426a-ae1a-67aad27c35d5 DELETE: 58 ms, 0 Kb
2021-10-09 08:06:21 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/ba43e66b-5606-40b6-ad3e-4bb5398000d7 DELETE: 21 ms, 0 Kb
2021-10-09 08:06:21 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/9a6d8639-672f-47e2-9da8-99e4b0c63700 DELETE: 31 ms, 0 Kb
2021-10-09 08:06:21 [http-nio-80-exec-2] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.sequence.Sequence[baf08fc0-682f-4a62-be6b-7eee111a1718].
2021-10-09 08:06:21 [ForkJoinPool-1-worker-96] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.sequence.Sequence[baf08fc0-682f-4a62-be6b-7eee111a1718] for cz.mendelu.dnaAnalyser.sequence.Sequence[baf08fc0-682f-4a62-be6b-7eee111a1718].
2021-10-09 08:06:21 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/text POST: 85 ms, 0 Kb
2021-10-09 08:06:21 [ForkJoinPool-1-worker-96] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.sequence.Sequence[baf08fc0-682f-4a62-be6b-7eee111a1718].
2021-10-09 08:06:22 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/ncbi POST: 573 ms, 0 Kb
2021-10-09 08:06:23 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 31 ms, 0 Kb
2021-10-09 08:06:23 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt PUT: 81 ms, 0 Kb
2021-10-09 08:13:33 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 4 ms, 0 Kb
2021-10-09 08:13:35 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 3 ms, 0 Kb
2021-10-09 10:06:44 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 1 ms, 0 Kb
2021-10-09 10:48:53 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /robots.txt GET: 63 ms, error 404, 0 Kb
2021-10-09 10:49:02 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 3 ms, 0 Kb
2021-10-09 11:26:35 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 3 ms, 0 Kb
2021-10-09 11:26:35 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /css/app.a901b079.css GET: 2 ms, 5 Kb
2021-10-09 11:26:35 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /css/chunk-vendors.a4f0ebe8.css GET: 6 ms, 239 Kb
2021-10-09 11:26:35 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /js/app.fba78ed0.js GET: 5 ms, 187 Kb
2021-10-09 11:26:35 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /js/chunk-vendors.a813cfb2.js GET: 20 ms, 1178 Kb
2021-10-09 11:26:35 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/management/info GET: 3 ms, 0 Kb
2021-10-09 11:26:36 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt POST: 71 ms, 0 Kb
2021-10-09 11:26:36 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /favicon.ico GET: 2 ms, 71 Kb
2021-10-09 11:26:36 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /fonts/fontawesome-webfont.af7ae505.woff2 GET: 4 ms, 75 Kb
2021-10-09 11:26:40 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt PUT: 15 ms, error 200, 0 Kb
2021-10-09 11:26:48 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt PUT: 10 ms, error 200, 0 Kb
2021-10-09 11:26:51 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt PUT: 10 ms, error 200, 0 Kb
2021-10-09 11:26:55 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/jwt PUT: 86 ms, 0 Kb
2021-10-09 11:26:58 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 479 ms, 2 Kb
2021-10-09 11:27:15 [http-nio-80-exec-10] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.sequence.Sequence[01232535-bbde-4d9d-8bb3-97a4c4769337].
2021-10-09 11:27:15 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /static/loader.png GET: 62 ms, error 404, 0 Kb
2021-10-09 11:27:15 [ForkJoinPool-1-worker-82] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.sequence.Sequence[01232535-bbde-4d9d-8bb3-97a4c4769337] for cz.mendelu.dnaAnalyser.sequence.Sequence[01232535-bbde-4d9d-8bb3-97a4c4769337].
2021-10-09 11:27:15 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/import/file POST: 91 ms, 0 Kb
2021-10-09 11:27:15 [ForkJoinPool-1-worker-82] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.sequence.Sequence[01232535-bbde-4d9d-8bb3-97a4c4769337].
2021-10-09 11:27:15 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/01232535-bbde-4d9d-8bb3-97a4c4769337 GET: 6 ms, 0 Kb
2021-10-09 11:27:16 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 871 ms, 3 Kb
2021-10-09 11:27:16 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 887 ms, 3 Kb
2021-10-09 11:27:21 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=0 GET: 842 ms, 1 Kb
2021-10-09 11:27:27 [http-nio-80-exec-7] INFO  c.m.dnaAnalyser.batch.BatchService - Create batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[e32897d7-4456-45eb-98f1-5d2dc7bd16c1].
2021-10-09 11:27:27 [ForkJoinPool-1-worker-82] INFO  c.m.dnaAnalyser.batch.BatchService - Start batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[e32897d7-4456-45eb-98f1-5d2dc7bd16c1] for cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[e32897d7-4456-45eb-98f1-5d2dc7bd16c1].
2021-10-09 11:27:27 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr POST: 82 ms, 0 Kb
2021-10-09 11:27:27 [ForkJoinPool-1-worker-82] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:28 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/analysis GET: 11 ms, 0 Kb
2021-10-09 11:27:30 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/analysis GET: 6 ms, 0 Kb
2021-10-09 11:27:30 [ForkJoinPool-1-worker-82] INFO  c.m.dnaAnalyser.batch.BatchService - Finish batch cz.mendelu.dnaAnalyser.analyse.rloopr.Rloop[e32897d7-4456-45eb-98f1-5d2dc7bd16c1].
2021-10-09 11:27:33 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/analysis GET: 9 ms, 0 Kb
2021-10-09 11:27:33 [http-nio-80-exec-3] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:33 [http-nio-80-exec-10] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:33 [http-nio-80-exec-2] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:33 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/01232535-bbde-4d9d-8bb3-97a4c4769337 GET: 10 ms, 0 Kb
2021-10-09 11:27:33 [http-nio-80-exec-9] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:34 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/total/length/m2 GET: 499 ms, 0 Kb
2021-10-09 11:27:34 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/rloops?sort=position&order=ASC&pageSize=10&pageNumber=0 GET: 508 ms, 4 Kb
2021-10-09 11:27:34 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/average/length GET: 338 ms, 0 Kb
2021-10-09 11:27:34 [http-nio-80-exec-7] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:34 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence/01232535-bbde-4d9d-8bb3-97a4c4769337/nucleic-counts PATCH: 63 ms, 0 Kb
2021-10-09 11:27:34 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/total/length/m1 GET: 936 ms, 0 Kb
2021-10-09 11:27:35 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/heatmap?segments=80&from=0&to=9994 GET: 1155 ms, 2 Kb
2021-10-09 11:27:44 [http-nio-80-exec-8] INFO  c.m.d.u.a.s.AbstractDataSessionService - Create datasource jdbc:h2:file:./db/analyse/e32897d7-4456-45eb-98f1-5d2dc7bd16c1;DB_CLOSE_ON_EXIT=FALSE
2021-10-09 11:27:45 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/analyse/rloopr/e32897d7-4456-45eb-98f1-5d2dc7bd16c1/rloopr.bedgraph GET: 903 ms, 0 Kb
2021-10-09 11:53:04 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 3 ms, 0 Kb
2021-10-09 11:53:04 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /css/app.a901b079.css GET: 2 ms, 5 Kb
2021-10-09 11:53:04 [http-nio-80-exec-4] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /css/chunk-vendors.a4f0ebe8.css GET: 7 ms, 239 Kb
2021-10-09 11:53:04 [http-nio-80-exec-7] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /js/app.fba78ed0.js GET: 6 ms, 187 Kb
2021-10-09 11:53:04 [http-nio-80-exec-10] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /js/chunk-vendors.a813cfb2.js GET: 20 ms, 1178 Kb
2021-10-09 11:53:05 [http-nio-80-exec-8] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/management/info GET: 2 ms, 0 Kb
2021-10-09 11:53:05 [http-nio-80-exec-5] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /fonts/fontawesome-webfont.af7ae505.woff2 GET: 4 ms, 75 Kb
2021-10-09 11:53:10 [http-nio-80-exec-6] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@1633a6b3 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2021-10-09 11:53:11 [http-nio-80-exec-6] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=5&pageNumber=0 GET: 892 ms, 1 Kb
2021-10-09 11:53:13 [http-nio-80-exec-1] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /api/sequence?sort=name&order=ASC&pageSize=10&pageNumber=0 GET: 850 ms, 3 Kb
2021-10-09 11:53:28 [http-nio-80-exec-2] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = / GET: 3 ms, 0 Kb
2021-10-09 11:53:28 [http-nio-80-exec-3] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /css/app.a901b079.css GET: 3 ms, 5 Kb
2021-10-09 11:53:28 [http-nio-80-exec-9] INFO  javamelody - remoteAddr = 10.0.0.12, forwardedFor = 10.255.0.2, request = /js/app.fba78ed0.js GET: 6 ms, 187 Kb
